ASMID,SPECIES,STRAIN,BIOPROJECT,NCBI_TAXONID,BUSCO_LINEAGE,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES,LOCUSTAG
GCA_023184575.1_ASM2318457v1,Lasallia pustulata,TBG_2345,PRJNA820300,136370,dikarya,Ascomycota,,Lecanoromycetes,,Umbilicariales,Umbilicariaceae,Lasallia,Lasallia pustulata,FEE319DD
GCA_023089105.1_ASM2308910v1,Lasiodiplodia citricola,KE87127,PRJNA777748,869388,dikarya,Ascomycota,,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,Lasiodiplodia citricola,FB689068
GCA_009829795.1_ASM982979v1,Lasiodiplodia gonubiensis,CBS 115812,PRJNA497969,336252,dikarya,Ascomycota,,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,Lasiodiplodia gonubiensis,F3670BC7
GCA_030512325.1_ASM3051232v1,Lasiodiplodia hormozganensis,CBS 339.90,PRJNA470903,869390,dikarya,Ascomycota,,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,Lasiodiplodia hormozganensis,FE14ED86
GCA_030270915.1_ASM3027091v1,Lasiodiplodia iranensis,CCTCC M2017288,PRJNA634707,869387,dikarya,Ascomycota,,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,Lasiodiplodia iranensis,F5840BC4
GCA_029590625.1_ASM2959062v1,Lasiodiplodia mahajangana,VT137,PRJNA911226,1108764,dikarya,Ascomycota,,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,Lasiodiplodia mahajangana,F47DAA25
GCA_033955225.1_ASM3395522v1,Lasiodiplodia pseudotheobromae,RIFT3495,PRJNA1030934,466954,dikarya,Ascomycota,,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,Lasiodiplodia pseudotheobromae,F7E005D6
GCA_009801085.1_ASM980108v1,Lasiodiplodia sp. COLG20,COLG20,PRJNA554995,2596968,dikarya,Ascomycota,,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,Lasiodiplodia sp. COLG20,F0702E76
GCA_009801105.1_ASM980110v1,Lasiodiplodia sp. COLG96,COLG96,PRJNA554995,2596969,dikarya,Ascomycota,,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,Lasiodiplodia sp. COLG96,FECA24D4
GCA_023087525.1_ASM2308752v1,Lasiodiplodia sp. KE8368,KE8368,PRJNA777748,2894516,dikarya,Ascomycota,,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,Lasiodiplodia sp. KE8368,F3F0EB2B
GCA_023079305.1_ASM2307930v1,Lasiodiplodia sp. KE8409,KE8409,PRJNA777748,2894517,dikarya,Ascomycota,,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,Lasiodiplodia sp. KE8409,F2381808
GCF_012971845.1_ASM1297184v1,Lasiodiplodia theobromae,AM2As,PRJNA388190,45133,dikarya,Ascomycota,,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,Lasiodiplodia theobromae,FBEAB7BC
GCA_033439745.1_Lashi1,Lasiosphaeria hispida,CBS 955.72,PRJNA371218,260671,dikarya,Ascomycota,,Sordariomycetes,,Sordariales,Lasiosphaeriaceae,Lasiosphaeria,Lasiosphaeria hispida,F1CDBB98
GCF_030549165.1_Lasmin1,Lasiosphaeria miniovina,SMH2392-1A,PRJNA371219,1954250,dikarya,Ascomycota,,Sordariomycetes,,Sordariales,Lasiosphaeriaceae,Lasiosphaeria,Lasiosphaeria miniovina,F3F71B14
GCA_033439765.1_Lasov1,Lasiosphaeria ovina,CBS 958.72,PRJNA371217,92902,dikarya,Ascomycota,,Sordariomycetes,,Sordariales,Lasiosphaeriaceae,Lasiosphaeria,Lasiosphaeria ovina,FA40D9FE
GCA_027569635.1_ASM2756963v1,Lasiosphaeriaceae sp. G1095,G1095,PRJNA852164,2989761,dikarya,Ascomycota,,Sordariomycetes,,Sordariales,Lasiosphaeriaceae,,Lasiosphaeriaceae sp. G1095,FD9BC781
GCA_030549175.1_Lashir1,Lasiosphaeris hirsuta,SMH4607-1,PRJNA370050,260670,dikarya,Ascomycota,,Sordariomycetes,,Sordariales,Lasiosphaeriaceae,Lasiosphaeris,Lasiosphaeris hirsuta,F9BDF602
GCA_030411675.1_ASM3041167v1,Lecanicillium aphanocladii,MBC 099,PRJNA879330,132584,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Cordycipitaceae,Lecanicillium,Lecanicillium aphanocladii,F2F2A135
GCA_900169235.1_Lecanicillium_fungicola,Lecanicillium fungicola 150-1,,PRJEB19844,1294127,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Cordycipitaceae,Lecanicillium,Lecanicillium fungicola,FE977199
GCA_002796755.1_ASM279675v1,Lecanicillium psalliotae,HWLR35,PRJNA418875,73499,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Cordycipitaceae,Lecanicillium,Lecanicillium psalliotae,F1E94DF6
GCA_027627215.1_Lecanicillium_saksenae_reassembly,Lecanicillium saksenae,VT-O1,PRJNA855341,468837,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Cordycipitaceae,Lecanicillium,Lecanicillium saksenae,F5FBE890
GCA_037575805.1_ASM3757580v1,Lecanicillium sp. G3,G3,PRJNA1073173,3119160,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Cordycipitaceae,Lecanicillium,Lecanicillium sp. G3,FECE084C
GCA_002242745.2_ASM224274v2,Lecanicillium sp. LEC01,LEC01,PRJNA390410,2013060,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Cordycipitaceae,Lecanicillium,Lecanicillium sp. LEC01,FA8D18CD
GCA_003056585.1_ASM305658v1,Lecanicillium sp. MT-2017a,CA11,PRJNA438298,1964301,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Cordycipitaceae,Lecanicillium,Lecanicillium sp. MT-2017a,F60A4896
GCA_023628775.1_ASM2362877v1,Lecanicillium sp. S3808,S3808,PRJNA833221,2939533,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Cordycipitaceae,Lecanicillium,Lecanicillium sp. S3808,FD7DE703
GCA_030778065.1_ASM3077806v1,Lecanicillium uredinophilum,MBC 350,PRJNA879330,2487154,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Cordycipitaceae,Lecanicillium,Lecanicillium uredinophilum,F747D8AF
GCA_035521555.1_Uapishka_2,Lecanoromycetidae sp. Uapishka_2,Uapishka_2,PRJNA948675,3038893,dikarya,Ascomycota,,Lecanoromycetes,,,,,Lecanoromycetidae sp. Uapishka_2,FB047DEC
GCA_963674455.1_LECACI7,Lecanosticta acicola,,PRJEB62798;PRJEB62799,111012,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Lecanosticta,Lecanosticta acicola,F15CDDD3
GCA_038090015.1_NY2685927-Leccinum-albellum,Leccinellum albellum,NY2685927,PRJNA1022813,2202573,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinellum,Leccinellum albellum,FEA4E33E
GCA_038089515.1_PAM-Leccinum-crocipodium,Leccinellum crocipodium,PAM-2023b,PRJNA1022813,1355219,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinellum,Leccinellum crocipodium,FD140A95
GCA_038091855.1_MICH11267-Leccinum-luteum,Leccinellum luteum,MICH11267,PRJNA1022813,2169424,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinellum,Leccinellum luteum,FC2DA85D
GCA_038089755.1_NY577517-Leccinum-rugosiceps,Leccinellum rugosiceps,NY577517,PRJNA1022813,3114933,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinellum,Leccinellum rugosiceps,F9210455
GCA_038092315.1_MICH11239-Leccinum-ambiguum,Leccinum ambiguum,MICH11239,PRJNA1022813,3095479,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum ambiguum,FE67E9EE
GCA_038091055.1_MICH351-Leccinum-angustisporum,Leccinum angustisporum,MICH351,PRJNA1022813,3095480,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum angustisporum,F0D4B401
GCA_038092295.1_MICH11237-Leccinum-arenicola,Leccinum arenicola,MICH11237,PRJNA1022813,3095481,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum arenicola,F2A83DAC
GCA_038092255.1_MICH11245-Leccinum-aurantiacum_var._pallidipes,Leccinum aurantiacum,MICH11245,PRJNA1022813,121046,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum aurantiacum,FBF1AD5E
GCA_038092195.1_MICH11246-Leccinum-barrowsii,Leccinum barrowsii,MICH11246,PRJNA1022813,3095483,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum barrowsii,F331A97A
GCA_038092235.1_MICH11247-Leccinum-boreale,Leccinum boreale,MICH11247,PRJNA1022813,3095484,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum boreale,F1AEF900
GCA_038092215.1_MICH11248-Leccinum-broughii,Leccinum broughii,MICH11248,PRJNA1022813,3095485,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum broughii,FEA9B9D1
GCA_038092115.1_MICH11249-Leccinum-brunneo-olivaceum,Leccinum brunneo-olivaceum,MICH11249,PRJNA1022813,3095486,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum brunneo-olivaceum,FF7EC7FF
GCA_038092155.1_MICH11251-Leccinum-cinnamomeum_var._fibrillosum,Leccinum cinnamomeum,MICH11251,PRJNA1022813,3095487,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum cinnamomeum,FEE674D3
GCA_038090855.1_MICH5268-Leccinum-clavatum,Leccinum clavatum,MICH5268,PRJNA1022813,3095488,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum clavatum,FEFB788F
GCA_038092095.1_MICH11253-Leccinum-colubrinum,Leccinum colubrinum,MICH11253,PRJNA1022813,3095489,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum colubrinum,F8903356
GCA_038092035.1_MICH11254-Leccinum-disarticulatum,Leccinum disarticulatum,MICH11254,PRJNA1022813,3095490,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum disarticulatum,FBADD701
GCA_038090835.1_MICH5271-Leccinum-discolor,Leccinum discolor,MICH5271,PRJNA1022813,3095491,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum discolor,F020E2BE
GCA_038090875.1_MICH5264-Leccinum-fallax,Leccinum fallax,MICH5264,PRJNA1022813,3095492,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum fallax,F5767502
GCA_038091135.1_MICH5272-Leccinum-fibrillosum,Leccinum fibrillosum,MICH5272,PRJNA1022813,2970138,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum fibrillosum,F355B8C2
GCA_038092075.1_MICH11256-Leccinum-fuscescens,Leccinum fuscescens,MICH11256,PRJNA1022813,3095493,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum fuscescens,F6D7C40C
GCA_038092055.1_MICH11257-Leccinum-glutinopallens,Leccinum glutinopallens,MICH11257,PRJNA1022813,2940214,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum glutinopallens,F55895F0
GCA_038091915.1_MICH11265-Leccinum-griseonigrum,Leccinum griseonigrum,MICH11265,PRJNA1022813,1564914,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum griseonigrum,F1F52DB8
GCA_038091995.1_MICH11258-Leccinum-holopus_var._americanum,Leccinum holopus,MICH11258,PRJNA1022813,80655,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum holopus,F04977D0
GCA_038092015.1_MICH11259-Leccinum-huronense,Leccinum huronense,MICH11259,PRJNA1022813,3095494,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum huronense,F2C1096E
GCA_038090775.1_MICH5294-Leccinum-idahoense,Leccinum idahoense,MICH5294,PRJNA1022813,3095495,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum idahoense,FC7486DF
GCA_038091955.1_MICH11260-Leccinum-imitatum,Leccinum imitatum,MICH11260,PRJNA1022813,3095496,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum imitatum,F7A6C947
GCA_038091095.1_MICH5295-Leccinum-incarnatum,Leccinum incarnatum,MICH5295,PRJNA1022813,3095497,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum incarnatum,F99A744A
GCA_038091935.1_MICH11262-Leccinum-insigne,Leccinum insigne,MICH11262,PRJNA1022813,273861,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum insigne,FCD0E707
GCA_038091875.1_MICH11264-Leccinum-insolens,Leccinum insolens,MICH11264,PRJNA1022813,3016363,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum insolens,FD6B103F
GCA_038091885.1_MICH11266-Leccinum-laetum,Leccinum laetum,MICH11266,PRJNA1022813,3095498,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum laetum,F58F0835
GCA_038093135.1_MICH10018-Boletus-longicurvipes,Leccinum longicurvipes,MICH10018,PRJNA1022813,121040,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum longicurvipes,F1147BD0
GCA_038091815.1_MICH11268-Leccinum-obscurum,Leccinum obscurum,MICH11268,PRJNA1022813,3095499,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum obscurum,F29A9F2F
GCA_038091835.1_MICH11269-Leccinum-ochraceum,Leccinum ochraceum,MICH11269,PRJNA1022813,3095500,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum ochraceum,FCFC9C9E
GCA_038091795.1_MICH11270-Leccinum-olivace-lutinosum,Leccinum olivaceoglutinosum,MICH11270,PRJNA1022813,3095501,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum olivaceoglutinosum,F139FBB9
GCA_038091775.1_MICH11271-Leccinum-olivaceopallidum,Leccinum olivaceopallidum,MICH11271,PRJNA1022813,3095502,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum olivaceopallidum,F86BA441
GCA_038091755.1_MICH11272-Leccinum-pallidistipes,Leccinum pallidistipes,MICH11272,PRJNA1022813,3095503,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum pallidistipes,F261B717
GCA_038091735.1_MICH11274-Leccinum-pellstonianum,Leccinum pellstonianum,MICH11274,PRJNA1022813,3095504,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum pellstonianum,FD9B861F
GCA_038091715.1_MICH11275-Leccinum-ponderosum,Leccinum ponderosum,MICH11275,PRJNA1022813,3095505,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum ponderosum,F6CA2CEC
GCA_038091675.1_MICH11277-Leccinum-proliferum,Leccinum proliferum,MICH11277,PRJNA1022813,3095506,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum proliferum,FC568462
GCA_038091695.1_MICH11278-Leccinum-proximum,Leccinum proximum,MICH11278,PRJNA1022813,3095507,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum proximum,FB285E2D
GCA_038091655.1_MICH11279-Leccinum-pseudoinsigne,Leccinum pseudoinsigne,MICH11279,PRJNA1022813,3095508,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum pseudoinsigne,F48E2F59
GCA_038091395.1_MICH11316-Leccinum-rimulosum,Leccinum rimulosum,MICH11316,PRJNA1022813,3095509,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum rimulosum,F33E4EF0
GCA_038091635.1_MICH11281-Leccinum-snellii,Leccinum snellii,MICH11281,PRJNA1022813,273865,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum snellii,FA578A6F
GCA_038091615.1_MICH11282-Leccinum-solheimii,Leccinum solheimii,MICH11282,PRJNA1022813,3095511,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum solheimii,F6B9DB60
GCA_038091595.1_MICH11283-Leccinum-subatratum,Leccinum subatratum,MICH11283,PRJNA1022813,3095512,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum subatratum,FF836252
GCA_038090595.1_MICH5836-Leccinum-subfulvum,Leccinum subfulvum,MICH5836,PRJNA1022813,3095513,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum subfulvum,FF330EF2
GCA_038091575.1_MICH11284-Leccinum-subgranulosum,Leccinum subgranulosum,MICH11284,PRJNA1022813,3095514,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum subgranulosum,F68B001B
GCA_038091555.1_MICH11285-Leccinum-sublutescens,Leccinum sublutescens,MICH11285,PRJNA1022813,3095515,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum sublutescens,F44126FF
GCA_038091515.1_MICH11287-Leccinum-subrobustum,Leccinum subrobustum,MICH11287,PRJNA1022813,3095517,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum subrobustum,F41EC4EF
GCA_038091535.1_MICH11288-Leccinum-subspadiceum,Leccinum subspadiceum,MICH11288,PRJNA1022813,3095518,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum subspadiceum,F0B743CA
GCA_038091495.1_MICH11289-Leccinum-subtestaceum,Leccinum subtestaceum,MICH11289,PRJNA1022813,3095519,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum subtestaceum,FA8913B3
GCA_038090755.1_MICH5296-Leccinum-truebloodii,Leccinum truebloodii,MICH5296,PRJNA1022813,3095520,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum truebloodii,FCFF0875
GCA_038091455.1_MICH11291-Leccinum-uliginosum,Leccinum uliginosum,MICH11291,PRJNA1022813,273872,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum uliginosum,F52A10A7
GCA_038091435.1_MICH11292-Leccinum-variabile,Leccinum variabile,MICH11292,PRJNA1022813,3095521,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum variabile,F3312015
GCA_038091415.1_MICH11293-Leccinum-variicolor,Leccinum variicolor,MICH11293,PRJNA1022813,121052,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Leccinum,Leccinum variicolor,FC3BC468
GCA_028011355.1_LacJLM2183_1,Lentinula aciculospora,JLM2183,PRJNA713174;PRJNA872538,153920,dikarya,Basidiomycota,,Agaricomycetes,,Agaricales,Omphalotaceae,Lentinula,Lentinula aciculospora,FEE05A87
GCA_027886325.1_Lbo_TFB10291_1,Lentinula aff. detonsa,TFB10291,PRJNA585398,2804958,dikarya,Basidiomycota,,Agaricomycetes,,Agaricales,Omphalotaceae,Lentinula,Lentinula aff. detonsa,FBFBAE91
GCA_027886305.1_LlaTMI1499_1,Lentinula aff. lateritia,TMI1499,PRJNA572460,2804960,dikarya,Basidiomycota,,Agaricomycetes,,Agaricales,Omphalotaceae,Lentinula,Lentinula aff. lateritia,FDE65421
GCA_027886635.1_Lbo_TFB10827_1,Lentinula boryana,TFB10827,PRJNA571460;PRJNA872538,40481,dikarya,Basidiomycota,,Agaricomycetes,,Agaricales,Omphalotaceae,Lentinula,Lentinula boryana,FA5C5905
GCA_027921405.1_LboTFB7810_1,Lentinula detonsa,TFB7810,PRJNA460315;PRJNA872538,2804962,dikarya,Basidiomycota,,Agaricomycetes,,Agaricales,Omphalotaceae,Lentinula,Lentinula detonsa,FDF3AA8A
GCF_021015755.1_Lenedo1,Lentinula edodes,Le Bin 0899 ss11,PRJNA444093;PRJNA872538,5353,dikarya,Basidiomycota,,Agaricomycetes,,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes,FF92FFCC
GCA_027919855.1_LboET3784_1,Lentinula guzmanii,ET3784,PRJNA460928,2804957,dikarya,Basidiomycota,,Agaricomycetes,,Agaricales,Omphalotaceae,Lentinula,Lentinula guzmanii,FC98E7C3
GCA_028011325.1_Lenlat1,Lentinula lateritia,RHP3577 ss4,PRJNA444094;PRJNA872538,40482,dikarya,Basidiomycota,,Agaricomycetes,,Agaricales,Omphalotaceae,Lentinula,Lentinula lateritia,F168C8B8
GCA_027921425.1_Lennov1,Lentinula novae-zelandiae,TMI1172,PRJNA519675,42442,dikarya,Basidiomycota,,Agaricomycetes,,Agaricales,Omphalotaceae,Lentinula,Lentinula novae-zelandiae,F61D538C
GCA_027919835.1_Lenrap1,Lentinula raphanica,INPA1701G ss19,PRJNA444095,153919,dikarya,Basidiomycota,,Agaricomycetes,,Agaricales,Omphalotaceae,Lentinula,Lentinula raphanica,FACFCC09
GCA_000787475.1_ASM78747v1,Lentinus polychrous,BCC7694,PRJNA261275,292559,dikarya,Basidiomycota,,Agaricomycetes,,Polyporales,Polyporaceae,Lentinus,Lentinus polychrous,FEFA5722
GCA_003813185.1_Lenti7_1,Lentinus tigrinus ALCF2SS1-7,ALCF2SS1-7,PRJNA200617,1328758,dikarya,Basidiomycota,,Agaricomycetes,,Polyporales,Polyporaceae,Lentinus,Lentinus tigrinus,F5E1D2FA
GCA_010405425.1_Lenfl1,Lentithecium fluviatile CBS 122367,CBS 122367,PRJNA196040,1168545,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Lentitheciaceae,Lentithecium,Lentithecium fluviatile,FBC64C10
GCA_022264855.1_Trabet1,Lenzites betulinus,CIRM-BRFM 1801,PRJNA430415,5632,dikarya,Basidiomycota,,Agaricomycetes,,Polyporales,Polyporaceae,Lenzites,Lenzites betulinus,F6E446AF
GCA_020747065.1_Phimu1,Leotiomycetes sp. MPI-SDFR-AT-0126,MPI-SDFR-AT-0126,PRJNA347194,2138324,dikarya,Ascomycota,,Leotiomycetes,,,,,Leotiomycetes sp. MPI-SDFR-AT-0126,F3953D74
GCA_001692735.1_Leppa1,Lepidopterella palustris CBS 459.81,CBS 459.81,PRJNA196014,1314670,dikarya,Ascomycota,,Dothideomycetes,,Mytilinidiales,Argynnaceae,Lepidopterella,Lepidopterella palustris,FD3B7EAA
GCA_023014365.1_ASM2301436v1,Lepiota brunneoincarnata,LH00008,PRJNA679796,201213,dikarya,Basidiomycota,,Agaricomycetes,,Agaricales,Agaricaceae,Lepiota,Lepiota brunneoincarnata,F17408FC
GCA_023014305.1_ASM2301430v1,Lepiota subincarnata,JWLS061,PRJNA679796,56170,dikarya,Basidiomycota,,Agaricomycetes,,Agaricales,Agaricaceae,Lepiota,Lepiota subincarnata,F3A071E8
GCA_004296355.1_ASM429635v1,Lepiota venenata,LJE,PRJNA493910,2136145,dikarya,Basidiomycota,,Agaricomycetes,,Agaricales,Agaricaceae,Lepiota,Lepiota venenata,F1CE9C72
GCA_033220425.1_Lene_EWU_01,Lepraria neglecta,Allen 5258,PRJNA887108,209136,dikarya,Ascomycota,,Lecanoromycetes,,Lecanorales,Stereocaulaceae,Lepraria,Lepraria neglecta,F157B2F6
GCA_021432625.1_Leptod1,Leptodontidium sp. 2 PMI_412,PMI_412,PRJNA243948,1485227,dikarya,Ascomycota,,Leotiomycetes,,Helotiales,Leptodontidiaceae,Leptodontidium,Leptodontidium sp. 2 PMI_412,FCE04D41
GCA_020726505.1_Lepor2,Leptodontidium sp. MPI-SDFR-AT-0119,MPI-SDFR-AT-0119,PRJNA347191,2826080,dikarya,Ascomycota,,Leotiomycetes,,Helotiales,Leptodontidiaceae,Leptodontidium,Leptodontidium sp. MPI-SDFR-AT-0119,FD3E2670
GCA_963580335.1_grLepFlav1.1,Leptographium flavum,,PRJEB63116;PRJEB67931,2268375,dikarya,Ascomycota,,Sordariomycetes,,Ophiostomatales,Ophiostomataceae,Leptographium,Leptographium flavum,F0B00F24
GCA_004028395.1_GGAL,Leptographium galeiforme,CBS 115711,PRJNA507035,255215,dikarya,Ascomycota,,Sordariomycetes,,Ophiostomatales,Ophiostomataceae,Leptographium,Leptographium galeiforme,F244147C
GCA_001455505.1_ASM145550v1,Leptographium lundbergii,CBS 138716,PRJNA284246,96373,dikarya,Ascomycota,,Sordariomycetes,,Ophiostomatales,Ophiostomataceae,Leptographium,Leptographium lundbergii,FBFA74B9
GCA_000806385.1_ASM80638v1,Leptographium procerum,CMW34542,PRJNA262457,100367,dikarya,Ascomycota,,Sordariomycetes,,Ophiostomatales,Ophiostomataceae,Leptographium,Leptographium procerum,F88D62A2
GCA_019925535.1_ASM1992553v1,Leptographium radiaticola,VPRI43523,PRJNA667796,96404,dikarya,Ascomycota,,Sordariomycetes,,Ophiostomatales,Ophiostomataceae,Leptographium,Leptographium radiaticola,F964ABF9
GCA_029299265.1_LepWag_1.0,Leptographium wageneri,C730,PRJNA841745,155671,dikarya,Ascomycota,,Sordariomycetes,,Ophiostomatales,Ophiostomataceae,Leptographium,Leptographium wageneri,FE5F1999
GCA_029299245.1_LepWin_1.0,Leptographium wingfieldii,CBS645.89,PRJNA841745,155675,dikarya,Ascomycota,,Sordariomycetes,,Ophiostomatales,Ophiostomataceae,Leptographium,Leptographium wingfieldii,F3D04D42
GCA_026120165.1_ASM2612016v1,Leptosphaerulina australis,CBS 317.83,PRJNA827019,318710,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,F3638870
GCA_001660795.1_Cfu_V1.2,Leptoxyphium fumago,SC3815,PRJNA311153,5474,dikarya,Ascomycota,,Dothideomycetes,,Capnodiales,Capnodiaceae,Leptoxyphium,Leptoxyphium fumago,F2D15797
GCF_014066305.1_Lecol_v1.0,Letharia columbiana,WasteWater2,PRJNA633150,112416,dikarya,Ascomycota,,Lecanoromycetes,,Lecanorales,Parmeliaceae,Letharia,Letharia columbiana,FECA9734
GCF_014066315.1_Lelup_v1.1,Letharia lupina,WasteWater1,PRJNA633119,560253,dikarya,Ascomycota,,Lecanoromycetes,,Lecanorales,Parmeliaceae,Letharia,Letharia lupina,F2ABFEC7
GCA_023646175.1_KEW_Llep,Letrouitia leprolyta,LIQ106LELE,PRJNA783777,2905938,dikarya,Ascomycota,,Lecanoromycetes,,Teloschistales,Letrouitiaceae,Letrouitia,Letrouitia leprolyta,FFCB28D9
